Date,Expire Date,Option Type, Strike,Contract Name,Last,Bid,Ask,Change,%Change,Volume,Open Interest,Implied Volatility
02.12.2015,24.12.2015,Call,114.00,AAPL151224C00114000,4.20,3.85,4.00,-0.37,-8.10%,22,571,24.02%
02.12.2015,24.12.2015,Call,115.00,AAPL151224C00115000,3.20,3.20,3.35,-0.95,-22.89%,97,877,23.49%
02.12.2015,24.12.2015,Call,116.00,AAPL151224C00116000,2.55,2.64,2.73,-0.65,-20.31%,61,694,22.75%
02.12.2015,24.12.2015,Call,117.00,AAPL151224C00117000,2.10,2.12,2.20,-0.46,-17.97%,325,1115,22.27%
02.12.2015,24.12.2015,Call,118.00,AAPL151224C00118000,1.60,1.66,1.74,-0.55,-25.58%,191,1836,21.85%
02.12.2015,24.12.2015,Call,119.00,AAPL151224C00119000,1.30,1.28,1.35,-0.37,-22.16%,439,1035,21.49%
02.12.2015,24.12.2015,Call,120.00,AAPL151224C00120000,0.95,0.97,1.03,-0.31,-24.60%,256,2414,21.22%
02.12.2015,24.12.2015,Call,121.00,AAPL151224C00121000,0.74,0.72,0.77,-0.21,-22.11%,164,1769,20.97%
02.12.2015,24.12.2015,Call,122.00,AAPL151224C00122000,0.53,0.53,0.57,-0.19,-26.39%,137,2260,20.85%
02.12.2015,24.12.2015,Call,123.00,AAPL151224C00123000,0.40,0.38,0.42,-0.13,-24.53%,137,1328,20.83%
02.12.2015,24.12.2015,Call,124.00,AAPL151224C00124000,0.28,0.28,0.31,-0.09,-24.32%,209,3072,20.90%
02.12.2015,24.12.2015,Call,125.00,AAPL151224C00125000,0.23,0.20,0.23,-0.05,-17.86%,85,2157,21.09%
02.12.2015,24.12.2015,Call,126.00,AAPL151224C00126000,0.15,0.15,0.18,-0.05,-25.00%,34,2727,21.53%
02.12.2015,24.12.2015,Call,127.00,AAPL151224C00127000,0.15,0.11,0.14,-0.02,-11.76%,9,1264,21.97%
02.12.2015,24.12.2015,Call,128.00,AAPL151224C00128000,0.10,0.08,0.11,-0.02,-16.67%,13,909,22.41%
02.12.2015,24.12.2015,Call,129.00,AAPL151224C00129000,0.10,0.06,0.09,0.00,0.00%,5,212,23.05%
02.12.2015,24.12.2015,Call,130.00,AAPL151224C00130000,0.07,0.05,0.08,-0.04,-36.36%,16,764,23.93%
02.12.2015,24.12.2015,Call,131.00,AAPL151224C00131000,0.05,0.04,0.06,-0.03,-37.50%,11,211,24.12%
02.12.2015,24.12.2015,Call,132.00,AAPL151224C00132000,0.06,0.03,0.07,0.00,0.00%,50,213,25.98%
02.12.2015,24.12.2015,Call,133.00,AAPL151224C00133000,0.09,0.02,0.06,0.00,0.00%,17,85,26.66%
02.12.2015,24.12.2015,Call,134.00,AAPL151224C00134000,0.02,0.02,0.06,-0.13,-86.67%,10,147,27.93%
02.12.2015,24.12.2015,Call,135.00,AAPL151224C00135000,0.05,0.02,0.05,0.02,66.67%,10,101,28.32%
02.12.2015,24.12.2015,Call,136.00,AAPL151224C00136000,0.03,0.01,0.04,-0.03,-50.00%,50,15,28.71%
02.12.2015,24.12.2015,Call,137.00,AAPL151224C00137000,0.08,0.01,0.05,0.00,0.00%,5,5,30.66%
02.12.2015,24.12.2015,Call,140.00,AAPL151224C00140000,0.06,0.00,0.04,0.00,0.00%,12,34,33.20%
02.12.2015,24.12.2015,Call,155.00,AAPL151224C00155000,0.05,0.00,0.03,0.00,0.00%,5,5,46.68%
02.12.2015,24.12.2015,Put,80.00,AAPL151224P00080000,0.07,0.00,0.03,0.00,0.00%,1,28,57.03%
02.12.2015,24.12.2015,Put,85.00,AAPL151224P00085000,0.04,0.01,0.05,-0.01,-20.00%,4,248,52.34%
02.12.2015,24.12.2015,Put,90.00,AAPL151224P00090000,0.10,0.04,0.07,0.00,0.00%,10,35,48.63%
02.12.2015,24.12.2015,Put,95.00,AAPL151224P00095000,0.09,0.08,0.12,-0.06,-40.00%,18,401,43.16%
02.12.2015,24.12.2015,Put,100.00,AAPL151224P00100000,0.15,0.14,0.18,0.02,15.38%,11,811,36.33%
02.12.2015,24.12.2015,Put,105.00,AAPL151224P00105000,0.29,0.27,0.30,0.03,11.54%,55,3719,29.79%
02.12.2015,24.12.2015,Put,108.00,AAPL151224P00108000,0.42,0.45,0.49,0.00,0.00%,18,480,26.91%
02.12.2015,24.12.2015,Put,109.00,AAPL151224P00109000,0.58,0.54,0.59,0.06,11.54%,19,327,26.10%
02.12.2015,24.12.2015,Put,110.00,AAPL151224P00110000,0.70,0.66,0.71,0.05,7.69%,57,1634,25.24%
02.12.2015,24.12.2015,Put,111.00,AAPL151224P00111000,0.79,0.82,0.87,0.25,46.30%,6,1835,24.61%
02.12.2015,24.12.2015,Put,112.00,AAPL151224P00112000,0.97,1.01,1.06,0.07,7.78%,55,3485,23.90%
02.12.2015,24.12.2015,Put,113.00,AAPL151224P00113000,1.31,1.24,1.30,0.30,29.70%,88,2228,23.34%
02.12.2015,24.12.2015,Put,114.00,AAPL151224P00114000,1.59,1.52,1.58,0.32,25.20%,153,367,22.71%
02.12.2015,24.12.2015,Put,115.00,AAPL151224P00115000,1.92,1.86,1.92,0.39,25.49%,337,974,22.14%
02.12.2015,24.12.2015,Put,116.00,AAPL151224P00116000,2.37,2.27,2.34,0.42,21.54%,305,780,21.78%
02.12.2015,24.12.2015,Put,117.00,AAPL151224P00117000,2.64,2.74,2.82,0.38,16.81%,321,553,21.39%
02.12.2015,24.12.2015,Put,118.00,AAPL151224P00118000,3.05,3.25,3.35,0.25,8.93%,197,629,20.85%
02.12.2015,24.12.2015,Put,119.00,AAPL151224P00119000,2.87,3.90,4.00,-0.48,-14.33%,32,847,20.83%
02.12.2015,24.12.2015,Put,120.00,AAPL151224P00120000,4.50,4.55,4.70,0.50,12.50%,40,587,20.70%
02.12.2015,24.12.2015,Put,121.00,AAPL151224P00121000,5.06,5.30,5.45,0.11,2.22%,3,170,20.51%
02.12.2015,24.12.2015,Put,122.00,AAPL151224P00122000,6.05,6.10,6.25,1.37,29.27%,100,111,20.31%
02.12.2015,24.12.2015,Put,123.00,AAPL151224P00123000,5.52,6.95,7.10,0.00,0.00%,28,255,20.19%
02.12.2015,24.12.2015,Put,124.00,AAPL151224P00124000,7.73,7.80,8.00,1.76,29.48%,20,76,20.36%
02.12.2015,24.12.2015,Put,125.00,AAPL151224P00125000,7.40,8.75,8.95,0.00,0.00%,1,455,21.09%
02.12.2015,24.12.2015,Put,126.00,AAPL151224P00126000,7.75,9.70,9.90,0.00,0.00%,1,27,21.58%
02.12.2015,24.12.2015,Put,127.00,AAPL151224P00127000,8.56,10.65,10.90,0.00,0.00%,1,96,23.19%
02.12.2015,24.12.2015,Put,128.00,AAPL151224P00128000,9.41,11.60,11.85,0.00,0.00%,5,33,23.15%
02.12.2015,24.12.2015,Put,129.00,AAPL151224P00129000,9.35,12.60,12.85,0.00,0.00%,9,10,24.66%
02.12.2015,24.12.2015,Put,130.00,AAPL151224P00130000,11.42,13.60,13.85,0.00,0.00%,1,27,26.12%
02.12.2015,24.12.2015,Put,135.00,AAPL151224P00135000,17.45,18.55,18.85,0.12,0.69%,1,14,33.01%
02.12.2015,31.12.2015,Call,90.00,AAPL151231C00090000,29.10,26.35,26.60,0.00,0.00%,18,29,54.79%
02.12.2015,31.12.2015,Call,95.00,AAPL151231C00095000,18.64,21.40,21.65,0.00,0.00%,5,5,46.58%
02.12.2015,31.12.2015,Call,100.00,AAPL151231C00100000,18.73,16.50,16.75,0.00,0.00%,6,32,39.16%
02.12.2015,31.12.2015,Call,102.00,AAPL151231C00102000,12.15,14.55,14.80,0.00,0.00%,100,25,36.13%
02.12.2015,31.12.2015,Call,103.00,AAPL151231C00103000,15.43,13.60,13.80,0.00,0.00%,10,29,34.11%
02.12.2015,31.12.2015,Call,104.00,AAPL151231C00104000,16.05,12.60,12.85,0.00,0.00%,32,33,32.94%
02.12.2015,31.12.2015,Call,105.00,AAPL151231C00105000,12.10,11.70,11.90,-0.45,-3.59%,1,60,31.64%
02.12.2015,31.12.2015,Call,106.00,AAPL151231C00106000,13.45,10.75,10.95,0.00,0.00%,5,5,30.27%
02.12.2015,31.12.2015,Call,107.00,AAPL151231C00107000,11.90,9.85,10.05,0.00,0.00%,8,29,29.47%
02.12.2015,31.12.2015,Call,108.00,AAPL151231C00108000,11.01,8.95,9.15,0.00,0.00%,11,18,28.47%
02.12.2015,31.12.2015,Call,109.00,AAPL151231C00109000,9.55,8.05,8.25,0.00,0.00%,5,31,27.30%
02.12.2015,31.12.2015,Call,110.00,AAPL151231C00110000,7.37,7.25,7.40,-0.58,-7.30%,39,81,26.49%
02.12.2015,31.12.2015,Call,111.00,AAPL151231C00111000,6.52,6.40,6.55,-0.68,-9.44%,60,263,25.44%
02.12.2015,31.12.2015,Call,112.00,AAPL151231C00112000,6.79,5.60,5.80,-1.56,-18.68%,1,54,25.07%
02.12.2015,31.12.2015,Call,113.00,AAPL151231C00113000,5.06,4.90,5.05,-1.84,-26.67%,2,150,24.37%
02.12.2015,31.12.2015,Call,114.00,AAPL151231C00114000,4.15,4.20,4.35,-0.70,-14.43%,14,401,23.76%
02.12.2015,31.12.2015,Call,115.00,AAPL151231C00115000,3.70,3.55,3.70,-0.50,-11.90%,9,361,23.19%
02.12.2015,31.12.2015,Call,116.00,AAPL151231C00116000,3.19,3.00,3.10,-0.36,-10.14%,9,360,22.64%
02.12.2015,31.12.2015,Call,117.00,AAPL151231C00117000,2.45,2.48,2.55,-0.56,-18.60%,448,473,22.07%
02.12.2015,31.12.2015,Call,118.00,AAPL151231C00118000,2.00,2.01,2.08,-0.45,-18.37%,591,807,21.70%
02.12.2015,31.12.2015,Call,119.00,AAPL151231C00119000,1.60,1.61,1.68,-0.41,-20.40%,139,716,21.44%
02.12.2015,31.12.2015,Call,120.00,AAPL151231C00120000,1.27,1.27,1.33,-0.39,-23.49%,482,2738,21.13%
02.12.2015,31.12.2015,Call,121.00,AAPL151231C00121000,1.01,0.99,1.03,-0.24,-19.20%,629,475,20.80%
02.12.2015,31.12.2015,Call,122.00,AAPL151231C00122000,0.77,0.76,0.82,-0.22,-22.22%,412,866,20.89%
02.12.2015,31.12.2015,Call,123.00,AAPL151231C00123000,0.57,0.58,0.63,-0.19,-25.00%,325,1108,20.78%
02.12.2015,31.12.2015,Call,124.00,AAPL151231C00124000,0.44,0.44,0.48,-0.14,-24.14%,334,826,20.70%
02.12.2015,31.12.2015,Call,125.00,AAPL151231C00125000,0.35,0.34,0.37,-0.08,-18.60%,264,2864,20.80%
02.12.2015,31.12.2015,Call,126.00,AAPL151231C00126000,0.25,0.26,0.29,-0.10,-28.57%,155,909,21.02%
02.12.2015,31.12.2015,Call,127.00,AAPL151231C00127000,0.20,0.20,0.23,-0.06,-23.08%,48,553,21.29%
02.12.2015,31.12.2015,Call,128.00,AAPL151231C00128000,0.15,0.15,0.18,-0.08,-34.78%,120,748,21.53%
02.12.2015,31.12.2015,Call,129.00,AAPL151231C00129000,0.17,0.12,0.14,0.01,6.25%,1,654,21.78%
02.12.2015,31.12.2015,Call,130.00,AAPL151231C00130000,0.09,0.10,0.13,-0.04,-30.77%,85,1470,22.71%
02.12.2015,31.12.2015,Call,135.00,AAPL151231C00135000,0.05,0.04,0.08,-0.02,-28.57%,1,524,26.56%
02.12.2015,31.12.2015,Call,140.00,AAPL151231C00140000,0.10,0.02,0.06,0.00,0.00%,500,989,30.47%
02.12.2015,31.12.2015,Put,90.00,AAPL151231P00090000,0.10,0.07,0.10,0.00,0.00%,100,348,44.73%
02.12.2015,31.12.2015,Put,95.00,AAPL151231P00095000,0.14,0.12,0.16,0.01,7.69%,17,110,39.45%
02.12.2015,31.12.2015,Put,100.00,AAPL151231P00100000,0.22,0.20,0.24,0.02,10.00%,7,189,33.55%
02.12.2015,31.12.2015,Put,101.00,AAPL151231P00101000,0.23,0.23,0.26,0.04,21.05%,2,54,32.32%
02.12.2015,31.12.2015,Put,102.00,AAPL151231P00102000,0.24,0.26,0.29,0.03,14.29%,113,147,31.25%
02.12.2015,31.12.2015,Put,103.00,AAPL151231P00103000,0.33,0.29,0.33,0.03,10.00%,32,245,30.37%
02.12.2015,31.12.2015,Put,104.00,AAPL151231P00104000,0.28,0.33,0.37,0.00,0.00%,23,115,29.30%
02.12.2015,31.12.2015,Put,105.00,AAPL151231P00105000,0.41,0.38,0.42,0.08,24.24%,69,2353,28.32%
02.12.2015,31.12.2015,Put,106.00,AAPL151231P00106000,0.43,0.44,0.49,0.00,0.00%,7,211,27.54%
02.12.2015,31.12.2015,Put,107.00,AAPL151231P00107000,0.45,0.52,0.57,-0.05,-10.00%,13,172,26.71%
02.12.2015,31.12.2015,Put,108.00,AAPL151231P00108000,0.53,0.62,0.67,-0.06,-10.17%,1,248,25.95%
02.12.2015,31.12.2015,Put,109.00,AAPL151231P00109000,0.72,0.74,0.79,0.07,10.77%,5,107,25.22%
02.12.2015,31.12.2015,Put,110.00,AAPL151231P00110000,0.86,0.88,0.93,0.07,8.86%,139,950,24.49%
02.12.2015,31.12.2015,Put,111.00,AAPL151231P00111000,1.12,1.06,1.11,0.18,19.15%,48,650,23.88%
02.12.2015,31.12.2015,Put,112.00,AAPL151231P00112000,1.30,1.28,1.33,0.21,19.27%,47,363,23.35%
02.12.2015,31.12.2015,Put,113.00,AAPL151231P00113000,1.58,1.53,1.59,0.23,17.04%,53,314,22.85%
02.12.2015,31.12.2015,Put,114.00,AAPL151231P00114000,1.85,1.84,1.90,0.22,13.50%,165,274,22.39%
02.12.2015,31.12.2015,Put,115.00,AAPL151231P00115000,2.20,2.19,2.26,0.32,17.02%,263,476,21.96%
02.12.2015,31.12.2015,Put,116.00,AAPL151231P00116000,2.70,2.60,2.67,0.45,20.00%,121,232,21.51%
02.12.2015,31.12.2015,Put,117.00,AAPL151231P00117000,3.15,3.05,3.15,0.48,17.98%,116,656,21.17%
02.12.2015,31.12.2015,Put,118.00,AAPL151231P00118000,3.45,3.60,3.70,0.28,8.83%,468,670,20.92%
02.12.2015,31.12.2015,Put,119.00,AAPL151231P00119000,4.25,4.20,4.30,0.70,19.72%,43,507,20.62%
02.12.2015,31.12.2015,Put,120.00,AAPL151231P00120000,3.85,4.85,5.00,-0.28,-6.78%,37,119,20.70%
02.12.2015,31.12.2015,Put,121.00,AAPL151231P00121000,5.24,5.55,5.70,0.09,1.75%,8,159,20.34%
02.12.2015,31.12.2015,Put,122.00,AAPL151231P00122000,4.55,6.30,6.50,0.00,0.00%,46,70,20.48%
02.12.2015,31.12.2015,Put,123.00,AAPL151231P00123000,5.72,7.10,7.30,0.00,0.00%,5,55,20.19%
02.12.2015,31.12.2015,Put,124.00,AAPL151231P00124000,6.98,7.95,8.15,-0.34,-4.64%,1,32,20.02%
02.12.2015,31.12.2015,Put,125.00,AAPL151231P00125000,7.83,8.85,9.05,0.01,0.13%,1,131,20.17%
02.12.2015,31.12.2015,Put,126.00,AAPL151231P00126000,9.10,9.80,10.00,0.00,0.00%,2,65,20.85%
02.12.2015,31.12.2015,Put,127.00,AAPL151231P00127000,8.68,10.70,10.95,0.00,0.00%,3,16,21.34%
02.12.2015,31.12.2015,Put,128.00,AAPL151231P00128000,10.13,11.65,11.90,0.00,0.00%,1,1,21.58%
02.12.2015,31.12.2015,Put,129.00,AAPL151231P00129000,11.80,12.65,12.90,0.00,0.00%,10,0,22.90%
02.12.2015,31.12.2015,Put,130.00,AAPL151231P00130000,11.10,13.60,13.85,0.00,0.00%,10,27,22.75%
02.12.2015,31.12.2015,Put,140.00,AAPL151231P00140000,21.90,23.55,23.85,0.00,0.00%,5,1,34.38%
02.12.2015,08.01.2016,Call,105.00,AAPL160108C00105000,13.18,11.85,12.05,-0.52,-3.80%,20,10,29.98%
02.12.2015,08.01.2016,Call,107.00,AAPL160108C00107000,11.65,10.05,10.25,-0.36,-3.00%,1,10,28.32%
02.12.2015,08.01.2016,Call,110.00,AAPL160108C00110000,8.95,7.50,7.70,0.76,9.28%,12,22,26.12%
02.12.2015,08.01.2016,Call,113.00,AAPL160108C00113000,5.95,5.25,5.40,0.00,0.00%,1,9,24.17%
02.12.2015,08.01.2016,Call,114.00,AAPL160108C00114000,5.00,4.60,4.70,-0.75,-13.04%,40,4,23.52%
02.12.2015,08.01.2016,Call,115.00,AAPL160108C00115000,3.95,3.95,4.10,-0.70,-15.05%,45,81,23.29%
02.12.2015,08.01.2016,Call,116.00,AAPL160108C00116000,4.25,3.40,3.50,0.30,7.59%,47,79,22.77%
02.12.2015,08.01.2016,Call,117.00,AAPL160108C00117000,2.85,2.89,2.95,-0.60,-17.39%,427,281,22.25%
02.12.2015,08.01.2016,Call,118.00,AAPL160108C00118000,2.41,2.42,2.48,-0.43,-15.14%,243,735,21.97%
02.12.2015,08.01.2016,Call,119.00,AAPL160108C00119000,2.12,2.01,2.06,-0.32,-13.11%,102,732,21.68%
02.12.2015,08.01.2016,Call,120.00,AAPL160108C00120000,1.66,1.64,1.70,-0.32,-16.16%,625,271,21.49%
02.12.2015,08.01.2016,Call,121.00,AAPL160108C00121000,1.30,1.34,1.39,-0.35,-21.21%,23,403,21.33%
02.12.2015,08.01.2016,Call,122.00,AAPL160108C00122000,1.09,1.08,1.12,-0.24,-18.05%,80,788,21.14%
02.12.2015,08.01.2016,Call,123.00,AAPL160108C00123000,0.85,0.86,0.91,-0.23,-21.30%,31,222,21.14%
02.12.2015,08.01.2016,Call,124.00,AAPL160108C00124000,0.76,0.68,0.73,-0.11,-12.64%,20,229,21.12%
02.12.2015,08.01.2016,Call,125.00,AAPL160108C00125000,0.53,0.54,0.56,-0.16,-23.19%,86,932,20.85%
02.12.2015,08.01.2016,Call,126.00,AAPL160108C00126000,0.42,0.43,0.46,-0.12,-22.22%,30,83,21.09%
02.12.2015,08.01.2016,Call,127.00,AAPL160108C00127000,0.43,0.34,0.37,0.01,2.38%,106,87,21.24%
02.12.2015,08.01.2016,Call,128.00,AAPL160108C00128000,0.34,0.27,0.30,0.00,0.00%,7,148,21.44%
02.12.2015,08.01.2016,Call,129.00,AAPL160108C00129000,0.39,0.22,0.25,0.00,0.00%,2,23,21.78%
02.12.2015,08.01.2016,Call,130.00,AAPL160108C00130000,0.23,0.18,0.19,0.00,0.00%,11,185,21.68%
02.12.2015,08.01.2016,Call,135.00,AAPL160108C00135000,0.21,0.08,0.11,0.00,0.00%,18,18,24.71%
02.12.2015,08.01.2016,Put,104.00,AAPL160108P00104000,0.39,0.47,0.50,0.00,0.00%,1,41,28.10%
02.12.2015,08.01.2016,Put,105.00,AAPL160108P00105000,0.54,0.54,0.58,0.00,0.00%,55,68,27.47%
02.12.2015,08.01.2016,Put,106.00,AAPL160108P00106000,0.62,0.62,0.66,0.11,21.57%,13,46,26.69%
02.12.2015,08.01.2016,Put,108.00,AAPL160108P00108000,0.82,0.85,0.89,0.03,3.80%,23,79,25.43%
02.12.2015,08.01.2016,Put,109.00,AAPL160108P00109000,1.03,1.00,1.04,0.16,18.39%,7,256,24.88%
02.12.2015,08.01.2016,Put,110.00,AAPL160108P00110000,1.11,1.17,1.21,0.06,5.71%,36,224,24.27%
02.12.2015,08.01.2016,Put,111.00,AAPL160108P00111000,1.44,1.38,1.41,0.14,10.77%,55,42,23.71%
02.12.2015,08.01.2016,Put,112.00,AAPL160108P00112000,1.69,1.62,1.66,0.21,14.19%,137,109,23.30%
02.12.2015,08.01.2016,Put,113.00,AAPL160108P00113000,1.98,1.90,1.94,0.27,15.79%,83,57,22.85%
02.12.2015,08.01.2016,Put,114.00,AAPL160108P00114000,2.31,2.22,2.27,0.40,20.94%,67,82,22.47%
02.12.2015,08.01.2016,Put,115.00,AAPL160108P00115000,2.69,2.59,2.64,0.48,21.72%,82,190,22.07%
02.12.2015,08.01.2016,Put,116.00,AAPL160108P00116000,3.10,3.00,3.10,0.48,18.32%,92,314,21.96%
02.12.2015,08.01.2016,Put,117.00,AAPL160108P00117000,3.30,3.45,3.55,0.35,11.86%,77,726,21.45%
02.12.2015,08.01.2016,Put,118.00,AAPL160108P00118000,3.40,4.00,4.10,-0.10,-2.86%,11,346,21.29%
02.12.2015,08.01.2016,Put,119.00,AAPL160108P00119000,3.85,4.55,4.70,-0.25,-6.10%,10,190,21.13%
02.12.2015,08.01.2016,Put,120.00,AAPL160108P00120000,5.10,5.20,5.30,0.40,8.51%,9,86,20.61%
02.12.2015,08.01.2016,Put,121.00,AAPL160108P00121000,5.14,5.90,6.00,0.74,16.82%,10,71,20.46%
02.12.2015,08.01.2016,Put,124.00,AAPL160108P00124000,7.00,8.20,8.40,-0.25,-3.45%,1,1,20.61%
02.12.2015,08.01.2016,Put,125.00,AAPL160108P00125000,8.15,9.05,9.25,0.00,0.00%,16,22,20.51%
02.12.2015,15.01.2016,Call,34.29,AAPL160115C00034290,79.75,81.90,82.20,0.00,0.00%,2,232,140.63%
02.12.2015,15.01.2016,Call,35.71,AAPL160115C00035710,86.92,80.50,80.80,0.00,0.00%,25,102,140.63%
02.12.2015,15.01.2016,Call,37.14,AAPL160115C00037140,84.98,79.05,79.35,0.00,0.00%,56,0,131.64%
02.12.2015,15.01.2016,Call,38.57,AAPL160115C00038570,83.75,77.65,77.95,0.00,0.00%,8,0,133.98%
02.12.2015,15.01.2016,Call,40.00,AAPL160115C00040000,75.95,76.20,76.50,0.00,0.00%,4,50,125.78%
02.12.2015,15.01.2016,Call,41.43,AAPL160115C00041430,80.69,74.80,75.10,0.00,0.00%,16,0,127.34%
02.12.2015,15.01.2016,Call,42.86,AAPL160115C00042860,75.00,73.35,73.65,-0.30,-0.40%,1,852,119.92%
02.12.2015,15.01.2016,Call,44.29,AAPL160115C00044290,75.13,71.90,72.20,0.00,0.00%,1,56,112.50%
02.12.2015,15.01.2016,Call,45.71,AAPL160115C00045710,76.50,70.50,70.80,0.00,0.00%,700,63,112.50%
02.12.2015,15.01.2016,Call,47.14,AAPL160115C00047140,70.70,69.05,69.35,-3.40,-4.59%,2,482,105.47%
02.12.2015,15.01.2016,Call,48.57,AAPL160115C00048570,73.65,67.65,67.95,0.00,0.00%,4323,420,107.42%
02.12.2015,15.01.2016,Call,50.00,AAPL160115C00050000,67.20,66.20,66.50,0.00,0.00%,172,1091,100.78%
02.12.2015,15.01.2016,Call,51.43,AAPL160115C00051430,70.95,64.80,65.10,0.00,0.00%,1416,91,102.15%
02.12.2015,15.01.2016,Call,52.86,AAPL160115C00052860,69.50,63.35,63.65,0.00,0.00%,1408,88,96.09%
02.12.2015,15.01.2016,Call,54.29,AAPL160115C00054290,68.00,61.95,62.25,0.00,0.00%,3854,347,97.07%
02.12.2015,15.01.2016,Call,55.71,AAPL160115C00055710,66.65,60.50,60.80,0.00,0.00%,2160,107,90.23%
02.12.2015,15.01.2016,Call,57.14,AAPL160115C00057140,61.59,59.10,59.40,0.00,0.00%,103,5747,91.02%
02.12.2015,15.01.2016,Call,58.57,AAPL160115C00058570,63.83,57.65,57.95,0.00,0.00%,3610,128,85.94%
02.12.2015,15.01.2016,Call,60.00,AAPL160115C00060000,58.00,56.25,56.55,0.60,1.05%,7,983,86.33%
02.12.2015,15.01.2016,Call,61.43,AAPL160115C00061430,52.67,54.80,55.10,0.00,0.00%,5,455,81.45%
02.12.2015,15.01.2016,Call,62.86,AAPL160115C00062860,55.27,53.40,53.70,0.00,0.00%,10,179,81.84%
02.12.2015,15.01.2016,Call,64.29,AAPL160115C00064290,55.06,51.95,52.25,0.00,0.00%,18,1981,77.15%
02.12.2015,15.01.2016,Call,65.71,AAPL160115C00065710,52.41,50.55,50.85,0.00,0.00%,20,421,76.37%
02.12.2015,15.01.2016,Call,67.14,AAPL160115C00067140,52.05,49.10,49.40,0.00,0.00%,14,1366,72.07%
02.12.2015,15.01.2016,Call,68.57,AAPL160115C00068570,50.30,47.70,48.00,0.00,0.00%,1,1027,72.07%
